title,publish_time,authors,journal
Doctors in England and Wales get 2.8% pay rise.,"{""value"":""2020-07-21""}","Rimmer, Abi",BMJ
Risks of reacting to risk: rights and wrongs of health checks at 25 for BAME groups.,"{""value"":""2020-07-21""}","Fisayo, Temitope",BMJ
"Lessons from Ebola as DRC grapples with conflict, measles, and covid-19.","{""value"":""2020-07-21""}","Adepoju, Paul",BMJ
NICE advises against using graded exercise therapy for patients recovering from covid-19.,"{""value"":""2020-07-21""}","Torjesen, Ingrid",BMJ
"Covid-19: Prisons exposed in Brazil's crisis.","{""value"":""2020-07-21""}","de Oliveira Andrade, Rodrigo",BMJ
Access to firearms and adolescent suicide.,"{""value"":""2020-07-22""}","John, Ann; Azrael, Deborah; Miller, Matthew",BMJ
"Rapid roll out of SARS-CoV-2 antibody testing: even at high levels of specificity, an important proportion of test results will be false positives.","{""value"":""2020-07-22""}","Gruer, Laurence; Bhopal, Raj",BMJ
"In Belgium ""real heroes never sleep"".","{""value"":""2020-07-22""}","Shepherd, Alison",BMJ
"Covid-19: A world without WHO is a world in danger, experts warn.","{""value"":""2020-07-22""}","Mahase, Elisabeth",BMJ
Update to living systematic review on prediction models for diagnosis and prognosis of covid-19,"{""value"":""2020-07-22""}",,BMJ
Are we responsible for the racial inequalities of covid-19?,"{""value"":""2020-07-22""}","Balakumar, Varathagini; Kirubakaran, Arangan; Tariq, Shabnam",BMJ
NICE cautions against using graded exercise therapy for patients recovering from covid-19.,"{""value"":""2020-07-22""}",,BMJ
"Covid-19: Government failed to protect staff during height of pandemic, experts tell MPs.","{""value"":""2020-07-22""}","O'Dowd, Adrian",BMJ
"Covid-19: Testing programme for NHS workers must not discriminate, report warns.","{""value"":""2020-07-22""}","Rimmer, Abi",BMJ
Seven days in medicine: 15-21 July 2020.,"{""value"":""2020-07-22""}",,BMJ
"Intensive immunosuppression reduces deaths in covid-19-associated cytokine storm syndrome, study finds.","{""value"":""2020-07-22""}","Mayor, Susan",BMJ
"Medical leaders write to PM calling for ""decisive action"" against obesity and health inequalities.","{""value"":""2020-07-23""}","Iacobucci, Gareth",BMJ
US decision to pull out of World Health Organization.,"{""value"":""2020-07-24""}","Sridhar, Devi; King, Lois",BMJ
Covid-19: GPs raise workload concerns as government extends flu vaccination programme.,"{""value"":""2020-07-24""}","Mahase, Elisabeth",BMJ
"UK government's work to tackle health disparities of covid-19.","{""value"":""2020-07-24""}","Badenoch, Kemi",BMJ
Covid-19: Trump shifts tone by endorsing masks and admitting US situation will worsen.,"{""value"":""2020-07-24""}","Tanne, Janice Hopkins",BMJ
"Unwanted pregnancies fall worldwide but women in poorer countries remain disadvantaged, study finds.","{""value"":""2020-07-24""}","Eaton, Lynn",BMJ
"Covid-19: US cases are greatly underestimated, seroprevalence studies suggest.","{""value"":""2020-07-24""}","Tanne, Janice Hopkins",BMJ
Is risk compensation threatening public health in the covid-19 pandemic?,"{""value"":""2020-07-26""}","Mantzari, Eleni; Rubin, G James; Marteau, Theresa M",BMJ
Covid-19: Deaths in Yemen are five times global average as healthcare collapses.,"{""value"":""2020-07-27""}","Looi, Mun-Keat",BMJ
Covid-19 in Latin America.,"{""value"":""2020-07-27""}","Pablos-Méndez, Ariel; Vega, Jeanette; Aranguren, Fernando Petersen; Tabish, Hilary; Raviglione, Mario C",BMJ
Primary care assessment and management of common physical symptoms in pregnancy.,"{""value"":""2020-07-27""}","Bhatia, Meena; Mahtani, Kamal R; Rochman, Ruby; Collins, Sally L",BMJ
"Covid-19: US states are not reporting vital data, says former CDC chief.","{""value"":""2020-07-27""}","Dyer, Owen",BMJ
"Covid-19: Former civil service head criticises government's response to crisis.","{""value"":""2020-07-27""}","Griffin, Shaun",BMJ
High rates of stillbirth and preterm delivery in women with covid-19 and the efficacy of ECMO in pregnancy.,"{""value"":""2020-07-27""}","Kingston, Elizabeth V",BMJ
Covid-19: UK Obstetric Surveillance System (UKOSS) study in context.,"{""value"":""2020-07-27""}","Magee, Laura A; Khalil, Asma; von Dadelszen, Peter",BMJ
"Covid-19: England's obesity strategy will fail without tackling social factors, warn doctors.","{""value"":""2020-07-27""}","Mahase, Elisabeth",BMJ
"Behavioural, environmental, social, and systems interventions against covid-19.","{""value"":""2020-07-28""}","Michie, Susan; West, Robert",BMJ
"Covid-19: Lack of action on government statistics is unacceptable, says expert.","{""value"":""2020-07-29""}","Griffin, Shaun",BMJ
Covid-19: Trust leaders express concern over levels of fatigue and anxiety among staff.,"{""value"":""2020-07-29""}","Rimmer, Abi",BMJ
"Covid-19: Social care was ""thrown to the wolves"" by government, say MPs.","{""value"":""2020-07-29""}","O'Dowd, Adrian",BMJ
Covid-19: Researchers investigating links with ethnicity receive £4.3m in funding.,"{""value"":""2020-07-29""}","Mahase, Elisabeth",BMJ
Covid-19: Campaigners demand to see contracts for £10bn track and trace services.,"{""value"":""2020-07-30""}","Mahase, Elisabeth",BMJ
Covid-19: Trump is criticised for again promoting unorthodox medical information.,"{""value"":""2020-07-30""}","Tanne, Janice Hopkins",BMJ
Covid-19: Excess deaths point to hidden toll in South Africa as cases surge.,"{""value"":""2020-07-30""}","Dyer, Owen",BMJ
"Covid-19: Government failed to protect social care during pandemic, say experts.","{""value"":""2020-07-30""}","O'Dowd, Adrian",BMJ
Remdesivir for severe covid-19: a clinical practice guideline.,"{""value"":""2020-07-30""}","Rochwerg, Bram; Agarwal, Arnav; Zeng, Linan; Leo, Yee-Sin; Appiah, John Adabie; Agoritsas, Thomas; Bartoszko, Jessica; Brignardello-Petersen, Romina; Ergan, Begum; Ge, Long; Geduld, Heike; Gershengorn, Hayley B; Manai, Hela; Huang, Minhua; Lamontagne, François; Kanda, Seema; Kawano-Dourado, Leticia; Kurian, Linda; Kwizera, Arthur; Murthy, Srinivas; Qadir, Nida; Siemieniuk, Reed; Silvestre, Maria Asuncion; Vandvik, Per Olav; Ye, Zhikang; Zeraatkar, Dena; Guyatt, Gordon",BMJ
"Covid-19: Eight day quarantine is as good as 14 for returning travellers, study finds.","{""value"":""2020-07-30""}","Day, Michael",BMJ
"Covid-19 is causing the collapse of Brazil's national health service.","{""value"":""2020-07-30""}","de Oliveira Andrade, Rodrigo",BMJ
"Covid-19: Remdesivir probably reduces recovery time, but evidence is uncertain, panel finds.","{""value"":""2020-07-30""}","Mahase, Elisabeth",BMJ
Covid-19 and chronic fatigue.,"{""value"":""2020-07-30""}","Williams, Frances M K; Muirhead, Nina; Pariante, Carmine",BMJ
"NHS England workforce plan fails to tackle staff shortages, say health leaders.","{""value"":""2020-07-31""}","Rimmer, Abi",BMJ
"Covid-19: Sandwell Council in West Midlands sets up contract tracing, citing failures of national scheme.","{""value"":""2020-07-31""}","Limb, Matthew",BMJ
Cellular immune responses to covid-19.,"{""value"":""2020-07-31""}","Sewell, Herb F; Agius, Raymond M; Stewart, Marcia; Kendrick, Denise",BMJ
[Lack of] Diversity at the RCGP: five minutes with . . . Naureen Bhatti.,"{""value"":""2020-07-31""}","Rimmer, Abi",BMJ
Drug treatments for covid-19: living systematic review and network meta-analysis,"{""value"":""2020-07-31""}","Siemieniuk, Reed AC; Bartoszko, Jessica J; Ge, Long; Zeraatkar, Dena; Izcovich, Ariel; Pardo-Hernandez, Hector; Rochwerg, Bram; Lamontagne, Francois; Han, Mi Ah; Kum, Elena; Liu, Qin; Agarwal, Arnav; Agoritsas, Thomas; Alexander, Paul; Chu, Derek K; Couban, Rachel; Darzi, Andrea; Devji, Tahira; Fang, Bo; Fang, Carmen; Flottorp, Signe Agnes; Foroutan, Farid; Heels-Ansdell, Diane; Honarmand, Kimia; Hou, Liangying; Hou, Xiaorong; Ibrahim, Quazi; Loeb, Mark; Marcucci, Maura; McLeod, Shelley L; Motaghi, Sharhzad; Murthy, Srinivas; Mustafa, Reem A; Neary, John D; Qasim, Anila; Rada, Gabriel; Riaz, Irbaz Bin; Sadeghirad, Behnam; Sekercioglu, Nigar; Sheng, Lulu; Switzer, Charlotte; Tendal, Britta; Thabane, Lehana; Tomlinson, George; Turner, Tari; Vandvik, Per O; Vernooij, Robin WM; Viteri-García, Andrés; Wang, Ying; Yao, Liang; Ye, Zhikang; Guyatt, Gordon H; Brignardello-Petersen, Romina",BMJ
What can we tell patients with prolonged covid-19?,"{""value"":""2020-07-31""}","Peel, Michael",BMJ
Covid-19: England had worst excess mortality in Europe in April.,"{""value"":""2020-07-31""}","Griffin, Shaun",BMJ
Covid-19: Tighter restrictions imposed in the north of England as cases spike.,"{""value"":""2020-07-31""}","Mahase, Elisabeth",BMJ
"Misleading media coverage of Sweden's response to covid-19.","{""value"":""2020-08-03""}","Irwin, Rachel E",BMJ
Covid-19: which country has the most effective lockdown?,"{""value"":""2020-08-03""}","Pick, Andrew",BMJ
Covid-19: Should the UK be aiming for elimination?,"{""value"":""2020-08-03""}","Torjesen, Ingrid",BMJ
Sixty seconds on . . . waves.,"{""value"":""2020-08-03""}","Mahase, Elisabeth",BMJ
"Coca-Cola's work with academics was a ""low point in history of public health"".","{""value"":""2020-08-03""}","Griffin, Shaun",BMJ
Long term respiratory complications of covid-19.,"{""value"":""2020-08-03""}","Fraser, Emily",BMJ
The leading cause of death in the US.,"{""value"":""2020-08-03""}","Kamerow, Douglas",BMJ
"Covid-19: US needs a national plan to fight rising infections, experts say.","{""value"":""2020-08-03""}","Tanne, Janice Hopkins",BMJ
Covid-19: UK hospitals to get rapid tests from September.,"{""value"":""2020-08-04""}","Mahase, Elisabeth",BMJ
Planetary health underpins an economy of wellbeing.,"{""value"":""2020-08-04""}","Bansal, Aarti",BMJ
"Covid-19: NHS Test and Trace must improve for schools to reopen safely, say researchers.","{""value"":""2020-08-04""}","Wise, Jacqui",BMJ
"Covid-19: care homes show the failures in UK's response.","{""value"":""2020-08-05""}","Lewis, Tom",BMJ
Leicester lockdown: could better data have prevented it?,"{""value"":""2020-08-05""}","Wise, Jacqui",BMJ
Covid-19: Where are we on immunity and vaccines?,"{""value"":""2020-08-05""}","Mahase, Elisabeth",BMJ
Seven days in medicine: 29 July to 4 August 2020.,"{""value"":""2020-08-05""}",,BMJ
Avoiding duodenal biopsy in investigating coeliac disease during covid-19.,"{""value"":""2020-08-05""}","Beales, Ian L P",BMJ
UK should consider a more cautious approach to PPE.,"{""value"":""2020-08-05""}","Pan, Daniel",BMJ
Drug suppliers are told to replenish stockpiles for Brexit and further pandemic this winter.,"{""value"":""2020-08-05""}","Limb, Matthew",BMJ
"Covid-19: 700 000 patients could be left unable to see a GP face to face, charity warns.","{""value"":""2020-08-06""}","Rimmer, Abi",BMJ
Covid-19 and ethnic minorities: the Public Health England report distracts from proactive and timely intervention.,"{""value"":""2020-08-06""}","Pillaye, Jayshree",BMJ
Partha Kar: Our approach to tackling obesity needs rethinking.,"{""value"":""2020-08-06""}","Kar, Partha",BMJ
Obese and hungry: two faces of a nation.,"{""value"":""2020-08-06""}","Moore, J Bernadette; Evans, Charlotte El",BMJ
Covid-19: Mental health and economic problems are worse in US than in other rich nations.,"{""value"":""2020-08-06""}","Tanne, Janice Hopkins",BMJ
David Oliver: The medical examiner role could transform our approach to handling death.,"{""value"":""2020-08-06""}","Oliver, David",BMJ
"Effective notification systems should be streamlined for the pandemic, not discarded.","{""value"":""2020-08-06""}","Ashcroft, John",BMJ
"Covid-19 exposes the UK's broken food system.","{""value"":""2020-08-06""}","Shanks, Sarah; van Schalkwyk, May Ci; McKee, Martin",BMJ
Covid-19: £150m worth of masks bought without tender by government are unusable.,"{""value"":""2020-08-06""}","Dyer, Clare",BMJ
"The pandemic is being used as a screen to privatise, fragment, and weaken the NHS.","{""value"":""2020-08-06""}","Puntis, John",BMJ
Lessons from the covid-19 pandemic provide a blueprint for the climate emergency.,"{""value"":""2020-08-06""}","Salas, Renee N",BMJ
Insect bites.,"{""value"":""2020-08-07""}","Wilcock, Jane; Etherington, Clare; Hawthorne, Kamila; Brown, Graham",BMJ
Making the most of shielding: covid-19 is exposing the unpaid carers in NHS workforce.,"{""value"":""2020-08-07""}","Maitra, Raka",BMJ
"Covid-19: Was the decision to delay the UK's lockdown over fears of ""behavioural fatigue"" based on evidence?","{""value"":""2020-08-07""}","Mahase, Elisabeth",BMJ
Management of post-acute covid-19 in primary care.,"{""value"":""2020-08-11""}","Greenhalgh, Trisha; Knight, Matthew; A'Court, Christine; Buxton, Maria; Husain, Laiba",BMJ
Covid-19 misinformation sparks threats and violence against doctors in Latin America.,"{""value"":""2020-08-11""}","Taylor, Luke",BMJ
"Covid lockdown: England sees fewer cases of colds, flu, and bronchitis.","{""value"":""2020-08-11""}","Iacobucci, Gareth",BMJ
Consent during the covid-19 pandemic: surgeons need to think beyond the end of their scalpels now more than ever.,"{""value"":""2020-08-11""}","Mercer, Nigel S G",BMJ
Overseas doctors stranded by cancelled exams can stay in UK without extra visa costs.,"{""value"":""2020-08-11""}","Rimmer, Abi",BMJ
"Beirut's battered hospitals struggle in aftermath of explosion.","{""value"":""2020-08-11""}","Dyer, Owen",BMJ
What will it take for Germany to embrace digital health?,"{""value"":""2020-08-11""}","Albert, Helen",BMJ
"Trump's call for essential drugs to be made in US threatens innovation, says trade group.","{""value"":""2020-08-11""}","Tanne, Janice Hopkins",BMJ
"Disabled doctors are not getting the workplace adjustments they need, research finds.","{""value"":""2020-08-12""}","Rimmer, Abi",BMJ
The neglect of adult social care during covid-19.,"{""value"":""2020-08-12""}","Glasby, Jon; Needham, Catherine",BMJ
Consent for elective surgery: audiovisual devices could be used.,"{""value"":""2020-08-12""}","Foti, Federica; Vetrugno, Giuseppe; De-Giorgio, Fabio; Cicconi, Michela",BMJ
Consent for elective surgery during covid-19: personalise information.,"{""value"":""2020-08-12""}","Henderson, James",BMJ
Covid-19: Healthcare professional is referred to regulator for delaying seeing a patient because of lack of PPE.,"{""value"":""2020-08-12""}","Dyer, Clare",BMJ
Covid-19: England comes into line with rest of UK on recording deaths.,"{""value"":""2020-08-13""}","Griffin, Shaun",BMJ
Covid-19: Inadequate health and safety regulatory planning in the UK.,"{""value"":""2020-08-13""}","Watterson, Andrew",BMJ
"Covid-19: What's going on in Leicester?","{""value"":""2020-08-13""}","Campling, Penelope",BMJ
National Pathology Exchange provides robust infrastructure to covid-19 response.,"{""value"":""2020-08-13""}","Clamp, Susan; Crees, Rose",BMJ
"Covid-19: Impact of long term symptoms will be profound, warns BMA.","{""value"":""2020-08-13""}","Rimmer, Abi",BMJ
Covid-19: Russia approves vaccine without large scale testing or published results.,"{""value"":""2020-08-13""}","Mahase, Elisabeth",BMJ
Covid-19: breaking the chain of household transmission.,"{""value"":""2020-08-14""}","Haroon, Shamil; Chandan, Joht Singh; Middleton, John; Cheng, Kar Keung",BMJ
Sixty seconds on . . . quarantining.,"{""value"":""2020-08-14""}","Rimmer, Abi",BMJ
Covid-19: Medical expenses leave many Americans deep in debt.,"{""value"":""2020-08-14""}","Wapner, Jessica",BMJ
"Covid-19: Nearly 6% of people in England were infected by end of June, study suggests.","{""value"":""2020-08-14""}","Iacobucci, Gareth",BMJ
Exercise: a persistently underused intervention.,"{""value"":""2020-08-14""}","Ahmed, Irfan",BMJ
Covid-19: Pre-purchasing vaccine-sensible or selfish?,"{""value"":""2020-08-14""}","Torjesen, Ingrid",BMJ
"""Long covid"": the Dutch response.","{""value"":""2020-08-14""}","Burgers, Jako",BMJ
Losing electives and making the best out of a bad situation.,"{""value"":""2020-08-17""}","Lin, Chung M A",BMJ
The perils of preprints.,"{""value"":""2020-08-17""}","van Schalkwyk, May C I; Hird, Thomas R; Maani, Nason; Petticrew, Mark; Gilmore, Anna B",BMJ
Work visas: foreign doctors in the US have more than covid-19 to fear.,"{""value"":""2020-08-17""}","Painter, Kim",BMJ
Creating an anatomy webinar series to cover missed teaching sessions.,"{""value"":""2020-08-17""}","Chiuta, Sacha L; Argyriou, Amerikos; Ahari, Daniel; Sara, Xenia; Clayton, Bethan; Cabaleiro, Carolina",BMJ
